pitch,roll,label
11,-47,1
11,-46,1
11,-45,1
11,-44,1
11,-43,1
10,-40,1
10,-37,1
9,-33,1
8,-30,1
8,-27,1
9,-25,1
9,-25,1
10,-25,1
12,-26,1
12,-27,1
13,-28,1
13,-30,1
13,-31,1
13,-32,1
12,-34,1
11,-34,1
10,-34,1
9,-34,1
8,-34,1
8,-35,1
8,-35,1
8,-35,1
8,-35,1
8,-35,1
8,-34,1
9,-34,1
10,-33,1
11,-32,1
11,-32,1
12,-32,1
13,-32,1
13,-33,1
14,-35,1
14,-36,1
14,-38,1
14,-39,1
14,-40,1
14,-41,1
13,-41,1
13,-41,1
